Module	Section	Sample Name	Source
MACS2	all_sections	Tcells-Day14_CD4_CentralMemory_HA_rep2-GSM5171855-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_CentralMemory_HA_rep2-GSM5171855-GSE168880/186550836/Peaks/Tcells-Day14_CD4_CentralMemory_HA_rep2-GSM5171855-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day0_CD8_Naive_rep1-GSM5171834-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day0_CD8_Naive_rep1-GSM5171834-GSE168880/186550826/Peaks/Tcells-Day0_CD8_Naive_rep1-GSM5171834-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day0_CD8_Naive_rep1-GSM5171834-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day0_CD8_Naive_rep1-GSM5171834-GSE168880/186550826/Peaks/Tcells-Day0_CD8_Naive_rep1-GSM5171834-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880/186550870/Peaks/Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880/186550870/Peaks/Tcells-Day7_CD4_Naive_CD19_rep1-GSM5171840-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880/186550816/Peaks/Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880/186550816/Peaks/Tcells-Day0_CD4_CentralMemory_rep2-GSM5171829-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880/186550876/Peaks/Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880/186550876/Peaks/Tcells-Day7_CD4_Naive_HA_rep2-GSM5171843-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880/186550882/Peaks/Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880/186550882/Peaks/Tcells-Day7_CD8_CentralMemory_HA_rep1-GSM5171846-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880/186550864/Peaks/Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880/186550864/Peaks/Tcells-Day7_CD4_CentralMemory_CD19_rep2-GSM5171837-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880/186550838/Peaks/Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880/186550838/Peaks/Tcells-Day14_CD4_Naive_CD19_rep1-GSM5171856-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880/186550846/Peaks/Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880/186550846/Peaks/Tcells-Day14_CD8_CentralMemory_CD19_rep1-GSM5171860-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day0_CD4_Naive_rep1-GSM5171830-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day0_CD4_Naive_rep1-GSM5171830-GSE168880/186550818/Peaks/Tcells-Day0_CD4_Naive_rep1-GSM5171830-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day0_CD4_Naive_rep1-GSM5171830-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day0_CD4_Naive_rep1-GSM5171830-GSE168880/186550818/Peaks/Tcells-Day0_CD4_Naive_rep1-GSM5171830-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880/186550892/Peaks/Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880/186550892/Peaks/Tcells-Day7_CD8_Naive_HA_rep2-GSM5171851-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880/186550814/Peaks/Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880/186550814/Peaks/Tcells-Day0_CD4_CentralMemory_rep1-GSM5171828-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880/186550830/Peaks/Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880/186550830/Peaks/Tcells-Day14_CD4_CentralMemory_CD19_rep1-GSM5171852-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880/186550858/Peaks/Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880/186550858/Peaks/Tcells-Day14_CD8_Naive_HA_rep1-GSM5171866-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD4_CentralMemory_HA_rep2-GSM5171839-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD4_CentralMemory_HA_rep2-GSM5171839-GSE168880/186550868/Peaks/Tcells-Day7_CD4_CentralMemory_HA_rep2-GSM5171839-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880/186550878/Peaks/Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880/186550878/Peaks/Tcells-Day7_CD8_CentralMemory_CD19_rep1-GSM5171844-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880/186550840/Peaks/Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880/186550840/Peaks/Tcells-Day14_CD4_Naive_CD19_rep2-GSM5171857-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880/186550842/Peaks/Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880.FDR50_free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880.free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880/186550842/Peaks/Tcells-Day14_CD4_Naive_HA_rep1-GSM5171858-GSE168880.free_macs2_peaks.xls
MACS2	all_sections	Tcells-Day14_CD8_Naive_CD19_rep2-GSM5171865-GSE168880.FDR50_free_macs2	/research_jude/rgs01_jude/groups/cligrp/projects/CutandRun/common/cab/GSE168880_ATACseq/mapping_hg19/CLI-GSE168880-ATACSEQ/Tcells-Day14_CD8_Naive_CD19_rep2-GSM5171865-GSE168880/186550856/Peaks/Tcells-Day14_CD8_Naive_CD19_rep2-GSM5171865-GSE168880.FDR50_free_macs2_peaks.xls
