Region	log2FC	log2AveExpr	t.value	p.value	q.value	FPKM.WT_rep1	FPKM.WT_rep2	FPKM.E545K_rep1	FPKM.E545K_rep2	FPKM.H1047R_rep1	FPKM.H1047R_rep2	theAUC	UpRank	DownRank	MADScore	MADScoreGrp1	MADScoreGrp2	Averlog2FPKMGrp1	Averlog2FPKMGrp2	RegionSize	Regulation	Gene_2kb	Gencode_ids	Gene_2-50kb	Gencode_ids.1	Closest_Gene	Gencode_id	Distance	FeatureAssignment	-log2FC	aveEnrichment	PRank_metric	FCRank_metric	FCPRank_metric	FCPERank_metric
chr11:133343980-133344306	-5.4448719617647	0.0626926995355598	-7.72506768885601	1.12332507277596e-05	0.0009295042566932	23.47707	19.13492	0.86051	0.0	0.534	0.56103	1.0	220382.0	41.0	0.84599066597	0.044851860306	0.396929318213	4.509664958202	1.080136768081	326	Down2	.	.	OPCML-IT1	ENSG00000254896.1	OPCML-IT1	ENSG00000254896.1	21774	Intron	5.4448719617647	7.427921666666667	-4.949494547493138	-5.4448719617647	-26.94936408655265	-24.94757853827853
chr12:105562463-105562649	-5.41552613328766	-0.322893435867003	-8.19797066359725	6.49884758181126e-06	0.0007110128745608	26.18507	30.03362	0.0	0.7776	1.40389	0.98331	1.0	220509.0	21.0	0.88623090799	0.028216374584	0.373213061945	4.886230898468	1.057045816208	186	Down2	.	.	.	.	CASC18	ENSG00000257859.2	141555	Intergenic	5.41552613328766	9.897248333333332	-5.187163648469848	-5.41552613328766	-28.091220295928224	-29.13949609342585
chr2:137383491-137383786	-5.3848717141117	1.06652522525038	-10.200054114266	8.13861726497265e-07	0.0002816614305408	49.52973	42.92263	1.42641	0.49028	42.78309	43.39901	1.0	220497.0	2.0	0.836040023627	0.026523735676	0.266913617674	5.570071100685	1.400709485006	295	Down2	.	.	.	.	THSD7B	ENSG00000144229.12	227531	Intron	5.3848717141117	30.09185833333333	-6.089449374619707	-5.3848717141117	-32.79090369190484	-48.945233537215664
chrX:112967426-112967636	-5.36288636580837	0.0208730959960939	-7.24660569544805	2.00419368124929e-05	0.0012529733443232	35.61705	27.04456	1.33584	0.0	0.0	0.87093	1.0	220474.0	15.0	0.828228162727	0.055516706216	0.506201653556	5.024862774384	1.201018852292	210	Down2	.	.	.	.	AMOT	ENSG00000126016.15	126612	Intron	5.36288636580837	10.811396666666663	-4.698060311430867	-5.36288636580837	-25.19516358991802	-27.016805533192915
chr12:2004388-2004695	-5.35285417575923	0.445932172692337	-7.5383599278342	1.40367887543147e-05	0.0010369723430837	27.47971	29.72057	1.82754	0.0	0.56705	0.59575	1.0	220516.0	48.0	0.696615740188	0.016047437149	0.58594678898	4.911776324558	1.307833181228	307	Down2	DCP1B	ENSG00000151065.14	.	.	DCP1B	ENSG00000151065.14	0	Promoter.Up	5.35285417575923	10.03177	-4.852732235923862	-5.35285417575923	-25.97596801290647	-27.08371833051624
chr6:69179699-69180068	-5.29472047080899	1.57249836855413	-12.7031520630631	9.32656215759317e-08	0.000135582155893	50.43896	51.21994	1.52047	0.78392	2.12296	1.48696	1.0	220504.0	1.0	0.806727350624	0.002749324498	0.180701119002	5.705659777361	1.510898663381	369	Down2	.	.	.	.	ADGRB3	ENSG00000135298.14	52339	Intron	5.29472047080899	17.928868333333334	-7.030278411036501	-5.29472047080899	-37.22335901840146	-47.53886937108938
chr5:5658303-5658570	-5.27866592071771	0.226706711663887	-7.68848304923188	1.17309161843309e-05	0.0009533959737373	26.38472	28.59381	1.57599	0.0	1.30399	0.685	1.0	220502.0	44.0	0.725732914889	0.016604516666	0.548322296091	4.857921034115	1.255165157555	267	Down2	.	.	.	.	ICE1	ENSG00000164151.12	235561	Dis5 (5' distal regions)	5.27866592071771	9.757251666666669	-4.930668068169112	-5.27866592071771	-26.02734949781532	-26.85245106969649
chr16:17832863-17832991	-5.24890426671904	-1.20276101022093	-7.89015904521814	9.25436595855735e-06	0.0008532902373706	24.46083	17.45704	0.0	0.0	0.68001	1.42887	1.0	220462.0	19.0	1.017560614434	0.074336195113	0.0	4.476834254245	0.790956981941	128	Down2	.	.	.	.	RPL7P47	ENSG00000228071.4	99730	Dis3 (3' distal regions)	5.24890426671904	7.337791666666668	-5.0336533305720685	-5.24890426671904	-26.42116444402424	-24.335240972517923
chr11:50146328-50146709	-5.2427699540199	0.381999771389697	-10.0148449894121	9.72099405416536e-07	0.0003047301757418	22.14244	20.03818	0.36815	0.37962	8.22439	6.72058	1.0	220397.0	31.0	0.906102292392	0.021955543803	0.005595398311	4.500996318715	1.071175148747	381	Down2	.	.	GTF2IP11	ENSG00000255199.2	GTF2IP11	ENSG00000255199.2	43431	Dis5 (5' distal regions)	5.2427699540199	9.64556	-6.012289322505325	-5.2427699540199	-31.52104981490558	-32.37742983635979
chr6:69090185-69090411	-5.19634934457005	-0.429114395826136	-7.90812804317908	9.06284511204482e-06	0.000845620231825	18.4719	21.42221	0.62063	0.0	1.9257	1.61855	1.0	220385.0	33.0	0.878648161276	0.032882011235	0.322072063997	4.425077298708	1.010464966027	226	Down2	.	.	.	.	ADGRB3	ENSG00000135298.14	141996	Intron	5.19634934457005	7.343164999999999	-5.042735442224761	-5.19634934457005	-26.203815010044803	-24.14238269961823
chr6:140050339-140050592	-5.18870730108101	-0.437715071859172	-7.45156503840628	1.55895652712992e-05	0.0011031164690142	19.93821	15.45604	0.5544	0.0	0.0	0.72291	1.0	220348.0	56.0	0.9090392641	0.05817520774	0.29805771413	4.260775912555	0.989979703904	253	Down2	.	.	.	.	FILNC1	ENSG00000231426.7	193581	Intron	5.18870730108101	6.111926666666666	-4.80716599532484	-5.18870730108101	-24.942977297450355	-21.251099129260695
chrX:26598050-26598412	-5.18617241942753	-0.0658535731574487	-7.69296849312626	1.16686399539701e-05	0.0009508009390283	17.05802	14.91725	0.77494	0.0	11.54141	5.05237	1.0	220255.0	98.0	0.801165738463	0.031311021858	0.37216300758	4.134998421677	1.056046249747	362	Down2	.	.	VENTXP1	ENSG00000259849.1	VENTXP1	ENSG00000259849.1	39713	Dis3 (3' distal regions)	5.18617241942753	8.223998333333332	-4.932979760484792	-5.18617241942753	-25.583283579420453	-24.68580192942224
chr12:47426893-47427160	-5.16877663924234	0.716040095463202	-10.6495873535845	5.34581476821848e-07	0.0002393345114143	37.45979	36.61402	1.05066	0.5417	0.652	0.685	1.0	220480.0	3.0	0.840709265205	0.004466607432	0.161863073524	5.266615175788	1.326159019467	267	Down2	.	.	ADI1P3,LINC02156	ENSG00000257906.3,ENSG00000258369.1	LINC02156	ENSG00000257906.3	12215	Dis5 (5' distal regions)	5.16877663924234	12.833861666666666	-6.271986093565691	-5.16877663924234	-32.41849520207517	-36.98766906543559
chr6:4836001-4836211	-5.16033064049004	0.711347829453251	-9.05016509152612	2.5676151551004e-06	0.0004649064692849	41.82932	52.31571	0.66792	1.37747	15.33588	9.58026	1.0	220494.0	6.0	0.863338523904	0.041219128238	0.191167352282	5.590361315935	1.444823735296	210	Down2	CDYL	ENSG00000153046.18	.	.	CDYL	ENSG00000153046.18	0	Promoter.Up	5.16033064049004	20.184426666666667	-5.590470069598972	-5.16033064049004	-28.84867399489406	-38.25382391678579
chr16:8376551-8376707	-5.06429609736051	-1.29199464639975	-8.39397089628572	5.21583704706131e-06	0.0006440168212054	15.61033	14.32373	0.0	0.0	0.55796	1.17241	1.0	220358.0	50.0	0.992587183618	0.02038300504	0.0	4.05103169309	0.790956981941	156	Down2	.	.	.	.	LINC02152	ENSG00000261319.1	78059	TES (transcription end sites)	5.06429609736051	5.277405	-5.282675985272218	-5.06429609736051	-26.753035375834177	-21.34304054773272
chr3:6928119-6928437	-5.06170036782742	-1.2904483470957	-8.28172193890749	5.91309519801496e-06	0.0006779399513115	6.83741	7.90508	0.0	0.0	16.42292	15.52889	1.0	218719.0	477.0	0.878373293203	0.039450011102	0.0	3.175093703537	0.790956981941	318	Down2	.	.	GRM7-AS2	ENSG00000237665.1	GRM7-AS2	ENSG00000237665.1	34098	Intron	5.06170036782742	7.782383333333333	-5.228185129010403	-5.06170036782742	-26.463506590581805	-24.97129268216254
chr17:12637086-12637330	-5.05376247438564	0.100669019609568	-7.2842810314592	1.91303812736962e-05	0.0012239604961829	26.02027	24.42078	0.0	1.77828	1.07018	0.0	1.0	220592.0	107.0	0.679094126783	0.013424236956	0.579298259929	4.741764479413	1.298207198554	244	Down2	.	.	MYOCD	ENSG00000141052.17	MYOCD	ENSG00000141052.17	28561	Exon	5.05376247438564	8.881585000000001	-4.718276374279434	-5.05376247438564	-23.84504808411373	-23.7216883683533
chr11:112684349-112684508	-4.99883037925802	-1.31602175863973	-6.38806859855232	6.06922590525137e-05	0.0022353677118283	10.39286	19.32352	0.0	0.0	2.73715	2.30058	1.0	220511.0	126.0	0.947345248879	0.147838559119	0.0	3.988496038375	0.790956981941	159	Down2	.	.	.	.	RF00477	ENSG00000212397.1	81898	Intron	4.99883037925802	5.792351666666666	-4.2168666971481565	-4.99883037925802	-21.079401350985638	-17.538486946839015
chr7:71633570-71633820	-4.99053263644254	-0.536182237865085	-7.71440523303526	1.13758978973743e-05	0.0009367259454156	14.95916	16.01393	0.0	0.57854	1.0445	1.46317	1.0	220478.0	115.0	0.827952979057	0.015945306341	0.307227558433	4.095594801468	0.997703178971	250	Down2	.	.	.	.	CALN1	ENSG00000183166.11	176675	Intron	4.99053263644254	5.67655	-4.944014314540286	-4.99053263644254	-24.673264791752395	-20.344392439454232
chr8:2886004-2886215	-4.96626527668597	0.0691254588910618	-7.27546512749783	1.93396045994167e-05	0.0012279475833635	28.44103	27.35764	1.99427	0.0	0.41252	0.0	1.0	220568.0	63.0	0.66288651237	0.008052769127	0.607952183458	4.87880886945	1.340737150712	211	Down2	.	.	.	.	CSMD1	ENSG00000183117.19	157573	Dis5 (5' distal regions)	4.96626527668597	9.70091	-4.713552409366092	-4.96626527668597	-23.40875166047432	-24.09745378824262
chr10:131129618-131129836	-4.95308857007084	-0.553758127326693	-7.4449651342252	1.57149948034772e-05	0.0011059057134556	15.95814	18.79168	0.0	0.66346	0.39927	0.0	1.0	220414.0	94.0	0.850529484635	0.03738823213	0.336984786315	4.242339075909	1.023618408187	218	Down2	.	.	TCERG1L-AS1	ENSG00000230098.1	TCERG1L-AS1	ENSG00000230098.1	34400	Intron	4.95308857007084	5.968758333333334	-4.80368575825579	-4.95308857007084	-23.79308102342883	-20.06126484422824
chrX:126856191-126856456	-4.95246371211954	0.238155658416707	-9.72307456640319	1.29325309104114e-06	0.0003439977237851	24.61468	24.94491	0.5293	0.54579	0.32846	1.38035	1.0	220436.0	23.0	0.889650783696	0.002780883552	0.006787235018	4.718594493028	1.178559264622	265	Down2	.	.	PRR32	ENSG00000183631.5	PRR32	ENSG00000183631.5	36462	Dis3 (3' distal regions)	4.95246371211954	8.723915	-5.888316474897997	-4.95246371211954	-29.161673667407975	-28.8071013645172
chr11:50333892-50334141	-4.94814670452158	-1.34714106255745	-8.07181934874828	7.50279304143066e-06	0.0007663276838911	8.03354	9.34781	0.0	0.0	7.34085	1.46904	1.0	219296.0	284.0	0.906326664076	0.039979611469	0.0	3.369760898444	0.790956981941	249	Down2	.	.	.	.	GTF2IP11	ENSG00000255199.2	230995	Intron	4.94814670452158	4.3652066666666665	-5.124777033051939	-4.94814670452158	-25.358148587503837	-18.500961747496717
chr2:79256628-79256790	-4.9467062320677	-1.35198849391305	-8.00402784201938	8.11052778302373e-06	0.0007935980928761	14.49531	12.06907	0.0	0.0	0.0	0.0	1.0	220234.0	68.0	0.969187270396	0.04449289089	0.0	3.894052299745	0.790956981941	162	Down2	.	.	CTNNA2	ENSG00000066032.18	CTNNA2	ENSG00000066032.18	24675	Intron	4.9467062320677	4.427396666666667	-5.090950883668401	-4.9467062320677	-25.18343846339304	-18.499541437201337
chr17:54195895-54196155	-4.94021595880824	-1.35628410627403	-7.75660229150286	1.08225472579089e-05	0.0009178728437045	9.3662	7.16186	0.0	0.0	1.00432	0.70345	1.0	219173.0	359.0	0.886561395928	0.071653655505	0.0	3.303593626893	0.790956981941	260	Down2	.	.	.	.	ISCA1P3	ENSG00000261965.1	281642	Intron	4.94021595880824	3.039305	-4.965670509113396	-4.94021595880824	-24.53148469530544	-14.873602234801256
chr1:5428348-5428734	-4.92199461352873	1.28522787623437	-9.36584966408921	1.85209033782814e-06	0.0004069586950332	36.05051	34.00958	2.18026	0.3747	0.67649	0.94765	1.0	220527.0	35.0	0.681699455033	0.011478943746	0.434489667296	5.189484438888	1.516211762871	386	Down2	.	.	.	.	Z98259.2	ENSG00000284666.1	53294	Intergenic	4.92199461352873	12.373198333333336	-5.732337833926531	-4.92199461352873	-28.21453594151333	-31.77620594210768
chr19:31135897-31136226	-4.91617960939655	-0.570134270115986	-7.65945031975686	1.21427851432819e-05	0.0009685176137485	10.83844	11.60266	0.42633	0.0	0.52913	0.55591	1.0	219750.0	176.0	0.818330862168	0.017064249762	0.246437526885	3.685217078603	0.948639719236	329	Down2	.	.	LINC01791	ENSG00000267777.2	LINC01791	ENSG00000267777.2	31232	Intron	4.91617960939655	3.992078333333333	-4.915681689403217	-4.91617960939655	-24.16637408772808	-16.874929324800622
chr13:111947141-111947341	-4.91381853444224	-0.202994258136079	-7.04790392698585	2.56907907092284e-05	0.0014380299395973	26.52642	21.41397	1.40263	0.0	1.30562	0.91448	1.0	220410.0	52.0	0.762072662524	0.045757289956	0.518619973386	4.66673498419	1.216490787205	200	Down2	.	.	LINC00354	ENSG00000226903.2	LINC00354	ENSG00000226903.2	47153	Dis3 (3' distal regions)	4.91381853444224	8.593853333333334	-4.590222528844979	-4.91381853444224	-22.555520539452782	-22.149364969944425
chr19:31214132-31214487	-4.89573703072886	1.79430313633317	-13.4420835023482	5.28550636153379e-08	0.0001208517682326	54.14304	52.97762	1.58043	1.62968	0.73556	2.0608	1.0	220507.0	5.0	0.798328918337	0.003935051672	0.009393259985	5.778679031933	1.73227576738	355	Down2	.	.	LINC01791	ENSG00000267777.2	LINC01791	ENSG00000267777.2	46616	Intron	4.89573703072886	18.854521666666667	-7.276913400128412	-4.89573703072886	-35.62585440241572	-46.23735103606504
chr16:35388041-35388155	-4.88783296618054	-1.37725387585852	-7.95989447578649	8.53463089467728e-06	0.0008182581888818	16.78404	19.60089	0.0	0.0	0.0	0.0	1.0	220425.0	26.0	1.012788953014	0.035132153465	0.0	4.303115055256	0.790956981941	114	Down2	AGGF1P4	ENSG00000261689.1	.	.	AGGF1P4	ENSG00000261689.1	1848	Promoter.Down	4.88783296618054	6.064155	-5.068815256490804	-4.88783296618054	-24.77552231015462	-21.035910419799805
chr2:2647245-2647534	-4.88718274358398	0.0308362618757068	-7.12276632301681	2.33833539676624e-05	0.0013610386699599	18.65832	19.97392	1.45602	0.0	0.0	1.89857	1.0	220522.0	131.0	0.682196872038	0.015197479471	0.528139195665	4.385129101887	1.228623340111	289	Down2	.	.	.	.	MYT1L	ENSG00000186487.19	315582	Intron	4.88718274358398	6.997805	-4.631093196117737	-4.88718274358398	-22.632998751995785	-20.43693724056283
chr13:113926559-113926732	-4.82216687192399	-0.247859960610697	-7.16785846455278	2.21019547110163e-05	0.0013190141234749	27.65001	24.21786	1.62154	0.0	15.59702	13.74362	1.0	220485.0	53.0	0.721611664985	0.027837461742	0.55557986506	4.777296416558	1.264991748537	173	Down2	.	.	C13orf46,LINC00452,LINC00454,LINC00565	ENSG00000226921.7,ENSG00000229373.9,ENSG00000260910.1,ENSG00000283199.2	LINC00565	ENSG00000260910.1	2112	Exon	4.82216687192399	13.805008333333332	-4.655569315334461	-4.82216687192399	-22.449932122351687	-26.275594886605475
chr14:25953871-25954011	-4.81833783490111	-1.41082914878641	-7.61715659922253	1.27709517584253e-05	0.0009876479026268	12.42455	15.96073	0.0	0.0	5.59552	3.9192	1.0	220339.0	66.0	0.973301971433	0.059908059047	0.0	3.97470609755	0.790956981941	140	Down2	.	.	.	.	RF00440	ENSG00000212270.1	147160	Intron	4.81833783490111	6.316666666666667	-4.893776735623854	-4.81833783490111	-23.57986960081526	-20.38039419751716
chr6:69193175-69193321	-4.79788350198756	-0.633128674790736	-7.00811484308953	2.70159587222671e-05	0.0014701096556821	26.2107	20.40641	0.96071	0.0	0.59617	0.0	1.0	220399.0	34.0	0.849593703144	0.053841743221	0.423616755374	4.62654418048	1.107357295196	146	Down2	.	.	ADGRB3	ENSG00000135298.14	ADGRB3	ENSG00000135298.14	39086	Intron	4.79788350198756	8.028998333333332	-4.568379615931474	-4.79788350198756	-21.918553190093885	-20.946236808217197
chrX:80216030-80216480	-4.78578457008543	0.52298982881893	-9.2039967001211	2.18733050389815e-06	0.0004365929877385	18.16745	15.51737	0.62339	0.32141	1.5474	0.81287	1.0	220251.0	79.0	0.852120270534	0.036398739118	0.128556013437	4.201883293623	1.133379107589	450	Down2	.	.	.	.	CHMP1B2P	ENSG00000278530.4	118747	Dis3 (3' distal regions)	4.78578457008543	6.164981666666667	-5.660085590453639	-4.78578457008543	-27.08795028415591	-23.16602366377313
chr6:69155584-69155724	-4.72980464743914	-1.45794042113969	-7.81774529240478	1.00716670305169e-05	0.000892577027017	13.04578	13.3006	0.0	0.0	0.0	1.3064	1.0	220283.0	69.0	0.980058498646	0.004651933897	0.0	3.88821207761	0.790956981941	140	Down2	.	.	.	.	ADGRB3	ENSG00000135298.14	76683	Intron	4.72980464743914	4.608796666666667	-4.9968986404458136	-4.72980464743914	-23.63435441236293	-17.69905180395966
chr14:68663630-68663777	-4.72741252377325	-1.45794042113969	-7.7369308440234	1.10768054546879e-05	0.0009279810431263	11.83291	13.3006	0.0	0.0	4.14483	0.0	1.0	220185.0	86.0	0.966403387609	0.028644112727	0.0	3.826483678664	0.790956981941	147	Down2	.	.	RPL12P7	ENSG00000242941.1	RPL12P7	ENSG00000242941.1	29314	Intron	4.72741252377325	4.879723333333334	-4.955585471867599	-4.72741252377325	-23.42709682233566	-18.02379837883514
chr19:31153897-31154358	-4.71059387254107	2.11284136440178	-14.0155919340605	3.46667481602444e-08	0.0001060565934713	48.10808	48.47075	1.82556	1.5687	0.18881	0.79347	1.0	220477.0	8.0	0.758984505029	0.00134033985	0.044794456768	5.634245965389	1.7704182559	461	Down2	.	.	LINC01791	ENSG00000267777.2	LINC01791	ENSG00000267777.2	13100	Intron	4.71059387254107	16.825895000000003	-7.460086894492915	-4.71059387254107	-35.141439613822264	-43.96374526131713
chr2:77005627-77005844	-4.70158747966198	-0.681209793561996	-6.90531927518943	3.0792288838507e-05	0.0015795510297514	16.43247	12.87155	0.64638	0.0	1.60445	0.0	1.0	220091.0	103.0	0.850454167565	0.05811384269	0.330969576798	4.016087232826	1.018271832526	217	Down2	.	.	.	.	LRRTM4	ENSG00000176204.13	516366	Intron	4.70158747966198	5.259141666666666	-4.51155802811568	-4.70158747966198	-21.21148473875717	-16.895261127640204
chr2:123456575-123456711	-4.69425417400157	-1.4751186086607	-7.72637749228265	1.12158611607291e-05	0.0009295042566932	12.78998	13.6918	0.0	0.0	0.64001	1.34482	1.0	220267.0	67.0	0.977333167827	0.01648714985	0.0	3.894143734707	0.790956981941	136	Down2	.	.	.	.	LINC01826	ENSG00000232740.1	383095	Dis5 (5' distal regions)	4.69425417400157	4.744435	-4.950167375402954	-4.69425417400157	-23.237343863991715	-17.64289104406147
chr16:1595625-1595807	-4.69226252528516	-1.47856799548008	-7.65505749787911	1.22064507601783e-05	0.0009694578358513	10.51308	9.20811	0.0	0.0	4.7825	1.00492	1.0	219644.0	182.0	0.928576780975	0.034219965902	0.0	3.523671524814	0.790956981941	182	Down2	.	.	CRAMP1,IFT140,Z97633.1,Z97652.1	ENSG00000007545.15,ENSG00000187535.14,ENSG00000226890.1,ENSG00000280327.1	IFT140	ENSG00000187535.14	11363	Intron	4.69226252528516	4.251435	-4.913410596443699	-4.69226252528516	-23.05501241303177	-16.606018100434266
chr6:28489422-28489585	-4.68152386227038	-0.693380699666684	-6.21957171722801	7.62764315354559e-05	0.0025279662252997	23.47707	15.42217	0.86051	0.0	0.534	0.0	1.0	220280.0	65.0	0.889760493287	0.094239708689	0.396929318213	4.368418737684	1.080136768081	163	Down2	Z98745.1,Z98745.2	ENSG00000286819.1,ENSG00000287804.1	.	.	Z98745.2	ENSG00000287804.1	0	Promoter.Up	4.68152386227038	6.715624999999999	-4.117609632887587	-4.68152386227038	-19.276687751877617	-17.105575838581572
chr4:118088449-118088626	-4.67740637197963	-0.693086091718736	-7.22522078469593	2.05800776295954e-05	0.0012679714078151	17.19782	17.88443	0.0	0.81714	0.49176	0.0	1.0	220567.0	114.0	0.780963063652	0.00889811273	0.384872332087	4.258572758841	1.068272993115	177	Down2	.	.	.	.	NDST3	ENSG00000164100.9	53963	Intron	4.67740637197963	6.065191666666667	-4.686552991379158	-4.67740637197963	-21.92091282449707	-18.61357204167513
chr19:54778933-54779263	-4.66250114171572	1.39583840719291	-10.8905264003377	4.29370079331636e-07	0.000226556271626	40.05976	40.34517	0.85008	2.19142	2.90138	2.21692	1.0	220545.0	40.0	0.690575542782	0.001315580806	0.268092151452	5.379898355272	1.664516740402	330	Down2	.	.	KIR2DL1,KIR2DL3,KIR2DL4,KIR2DP1,KIR3DL1,KIR3DP1	ENSG00000125498.20,ENSG00000167633.18,ENSG00000189013.14,ENSG00000242473.1,ENSG00000243772.7,ENSG00000264257.1	KIR3DP1	ENSG00000264257.1	7093	Intron	4.66250114171572	14.760788333333336	-6.367168222670873	-4.66250114171572	-29.686929107699	-35.55241130241095
chr17:12522778-12523213	-4.64491093636189	1.24193267512635	-10.6688033736952	5.25238113871936e-07	0.0002391064113536	28.39081	26.11199	0.64489	1.32997	0.40019	2.5227	1.0	220491.0	55.0	0.763272144378	0.017394397051	0.189269050505	4.846050202036	1.426840746791	435	Down2	.	.	LINC00670	ENSG00000179136.7	LINC00670	ENSG00000179136.7	26552	Dis5 (5' distal regions)	4.64491093636189	9.900091666666668	-6.27964376688629	-4.64491093636189	-29.1683860092669	-30.260163080111404
chr20:50379316-50379521	-4.64273702655779	-0.336275150436464	-7.03112875831416	2.62407516851185e-05	0.0014505208283748	19.51564	19.07501	1.36842	0.0	9.76563	6.24522	1.0	220569.0	121.0	0.685815853209	0.005152509455	0.512332379184	4.384329283307	1.208607600901	205	Down2	.	.	.	.	LINC01271	ENSG00000233077.1	57975	Dis3 (3' distal regions)	4.64273702655779	9.32832	-4.581023728441831	-4.64273702655779	-21.268488483576704	-21.56687867986082
