Region	log2FC	log2AveExpr	t.value	p.value	q.value	FPKM.WT_rep1	FPKM.WT_rep2	FPKM.E545K_rep1	FPKM.E545K_rep2	FPKM.H1047R_rep1	FPKM.H1047R_rep2	theAUC	UpRank	DownRank	MADScore	MADScoreGrp1	MADScoreGrp2	Averlog2FPKMGrp1	Averlog2FPKMGrp2	RegionSize	Regulation	Gene_2kb	Gencode_ids	Gene_2-50kb	Gencode_ids.1	Closest_Gene	Gencode_id	Distance	FeatureAssignment	-log2FC	aveEnrichment	PRank_metric	FCRank_metric	FCPRank_metric	FCPERank_metric
chr11:116367004-116367326	-6.1999981827554	0.631083485374696	-9.60056950692455	2.0194327688996e-12	8.31893300036031e-10	44.85177	41.94045	4.7902	3.5963	0.81091	0.0	1.0	223894.0	4.0	0.91508266103	0.01252467593	0.38795358972	5.51355426022	1.07128001373	322	Down2	.	.	.	.	LINC02151	ENSG00000236437.1	133304	Intergenic	6.1999981827554	15.998271666666668	-11.69477060081632	-6.1999981827554	-72.50755647280246	-89.21364304509619
chrX:112967993-112968200	-6.10240415403679	-0.110895059662282	-8.84615234851184	2.268358575228809e-11	5.415041725554331e-09	35.305	38.24455	5.41922	1.39856	0.42047	0.0	1.0	223885.0	2.0	0.98972853521	0.01546750937	0.24789484167	5.28420383835	0.94975939277	207	Down2	.	.	.	.	AMOT	ENSG00000126016.15	127179	Intron	6.10240415403679	13.464633333333332	-10.644288292400768	-6.10240415403679	-64.95574909231162	-75.36863823536746
chr11:97722124-97722379	-6.07931783237099	-0.927530857565015	-8.20771294952868	1.84428432337553e-10	2.85741368246975e-08	15.35323	17.89686	1.09978	1.1353	0.0	0.0	1.0	223702.0	66.0	1.00422115232	0.03528690159	0.0	4.21198631641	0.79095698194	255	Down2	.	.	.	.	LINC02553	ENSG00000255039.1	462138	Intergenic	6.07931783237099	5.914195	-9.73417212528106	-6.07931783237099	-59.17712618458978	-49.693496029387525
chrX:112967426-112967636	-6.05932056797891	-0.221292364210311	-8.18903248220329	1.96209769702918e-10	2.98869162629618e-08	35.62923	27.054	1.33545	0.0	0.0	0.8689	1.0	223858.0	31.0	0.91504289396	0.05522350274	0.40448162649	5.05342953096	1.08770321538	210	Down2	.	.	.	.	AMOT	ENSG00000126016.15	126612	Intron	6.05932056797891	10.814596666666665	-9.707279371969154	-6.05932056797891	-58.81951755769009	-63.07916231966812
chrX:113034027-113034327	-5.98877626795451	0.0284843949890647	-8.50054322390295	7.01710569744144e-11	1.33008539115697e-08	24.36045	23.28418	1.86963	0.96501	0.0	1.21646	1.0	223962.0	143.0	0.75118917122	0.00960870951	0.48795746046	4.69292385626	1.1789892095	300	Down2	.	.	.	.	AMOT	ENSG00000126016.15	193213	Intron	5.98877626795451	8.615955	-10.153841981719744	-5.98877626795451	-60.8090878886834	-59.77487260068731
chr19:49575886-49576120	-5.95894937689401	0.0130943140033208	-8.41746298160903	9.222622135177439e-11	1.64691639735821e-08	31.60315	28.25943	16.17949	16.08344	0.0	1.55956	1.0	223934.0	93.0	0.74669060768	0.02262298457	0.5511878448	5.00073959997	1.25902675296	234	Down2	.	.	NOSIP,PRR12,PRRG2,RCN3,RF00019	ENSG00000126460.11,ENSG00000126464.14,ENSG00000142546.13,ENSG00000142552.8,ENSG00000207073.1	NOSIP	ENSG00000142546.13	3158	Intron	5.95894937689401	15.614178333333331	-10.035145584701604	-5.95894937689401	-59.7989245289983	-72.98332370397651
chr19:31448314-31448629	-5.95711605312713	0.533951299117879	-9.71769310376938	1.39560322201918e-12	6.25737486285954e-10	33.69586	34.59364	2.6709	0.45953	0.27631	0.57927	1.0	223884.0	15.0	0.92728517531	0.00516727052	0.13695114826	5.18301318432	1.10987499141	315	Down2	.	.	.	.	TSHZ3	ENSG00000121297.7	98768	Dis5 (5' distal regions)	5.95711605312713	12.045918333333333	-11.855238036570205	-5.95711605312713	-70.62302882129573	-78.77819874745383
chr16:35308758-35308922	-5.95507054320348	-0.99582051334189	-7.83949473782123	6.286399169685211e-10	7.64338390680901e-08	27.58588	19.87674	2.56504	2.64788	0.0	0.0	1.0	223848.0	21.0	1.03518535503	0.06991896293	0.0	4.67133756514	0.79095698194	164	Down2	.	.	AGGF1P9,C2orf69P4,FRG2HP,RARRES2P9	ENSG00000260427.1,ENSG00000260480.1,ENSG00000260846.2,ENSG00000261486.1	FRG2HP	ENSG00000260846.2	27967	Dis5 (5' distal regions)	5.95507054320348	8.779256666666667	-9.201598045894375	-5.95507054320348	-54.7961654735043	-54.264962940170754
chr16:13110494-13110742	-5.86484393887291	-1.03191799067568	-7.67313575042478	1.0980268641452401e-09	1.20649204070599e-07	12.27845	17.65091	6.78495	4.66938	0.0	0.0	1.0	223678.0	133.0	0.97450877948	0.08563998186	0.0	4.05952832801	0.79095698194	248	Down2	.	.	SHISA9	ENSG00000237515.9	SHISA9	ENSG00000237515.9	28114	Intron	5.86484393887291	6.897281666666667	-8.959387034378352	-5.86484393887291	-52.54540674459041	-47.15832700523936
chr1:4666474-4667099	-5.81627359486157	0.785228021726151	-10.0669287025436	4.6842537840396e-13	2.71326483713747e-10	19.62756	18.18029	1.79484	1.62121	0.13926	0.5839	1.0	223818.0	125.0	0.86016946643	0.01713798643	0.21772870532	4.38361485714	1.05969488683	625	Down2	.	.	AJAP1	ENSG00000196581.10	AJAP1	ENSG00000196581.10	11429	Intron	5.81627359486157	6.991176666666667	-12.329359583705935	-5.81627359486157	-71.71092858826228	-64.72705374773594
chr13:109494923-109495293	-5.75387584537517	0.774861858147286	-9.23081362811929	6.55411030938496e-12	2.0745622641843403e-09	39.73858	33.98232	2.65285	2.34731	1.17618	0.0	1.0	223892.0	16.0	0.84791502027	0.03026165139	0.47944323925	5.28443676589	1.16898262297	370	Down2	.	.	.	.	LINC00399	ENSG00000229792.1	94227	Intron	5.75387584537517	13.316206666666666	-11.183486253470267	-5.75387584537517	-64.34839142092783	-74.37566993223697
chr8:2886004-2886215	-5.7370605508242	-0.294396708107904	-8.3240656921795	1.25500276826127e-10	2.10907928397851e-08	28.45077	27.36719	1.99368	0.0	0.4125	0.0	1.0	223851.0	9.0	0.9490437121	0.00797460113	0.24436535919	4.9072204683	0.94705218444	211	Down2	.	.	.	.	CSMD1	ENSG00000183117.19	157573	Dis5 (5' distal regions)	5.7370605508242	9.704023333333334	-9.901355316223366	-5.7370605508242	-56.80467498439855	-58.48308539327744
chrX:145474952-145475137	-5.72320934531823	-1.1076852575847	-7.75097384818508	8.45607979276e-10	9.79107641838817e-08	17.8706	17.62046	1.51592	3.12975	0.0	0.0	1.0	223775.0	54.0	1.02116360781	0.00319744048	0.0	4.30102506617	0.79095698194	185	Down2	.	.	.	.	SPANXN1	ENSG00000203923.4	228124	Intergenic	5.72320934531823	6.6894550000000015	-9.072830927617392	-5.72320934531823	-51.92571075343212	-46.00075659140524
chr17:12415127-12415458	-5.7084819518434	0.819161469882841	-10.1595367703731	3.51580604981349e-13	2.13395401401671e-10	36.27258	38.54904	2.54179	1.31194	0.5259	0.55126	1.0	223870.0	6.0	0.93807442278	0.01172780303	0.01017804329	5.30829573558	1.18647649985	331	Down2	.	.	.	.	LINC00670	ENSG00000179136.7	134307	Dis5 (5' distal regions)	5.7084819518434	13.292085000000002	-12.453975090884684	-5.7084819518434	-71.09329203502249	-82.11954813940432
chr2:116491381-116491636	-5.65383217951501	-0.337238812685899	-8.11494458428472	2.50908821689801e-10	3.6469214879908e-08	23.54161	20.08831	48.39041	52.79151	0.34132	0.0	1.0	223800.0	34.0	0.97338082837	0.03440907678	0.21129566697	4.57120273204	0.92241707274	255	Down2	.	.	.	.	MTCYBP39	ENSG00000226341.1	259523	Intergenic	5.65383217951501	24.192193333333336	-9.600484069080569	-5.65383217951501	-54.27952576868892	-76.060052900738
chr10:44046569-44046960	-5.60002627834778	-0.451072535358646	-7.69388896810969	1.02411142365907e-09	1.13898458466473e-07	13.35063	10.95726	7.53112	4.44248	0.0	0.46667	1.0	223398.0	439.0	0.8585614611	0.04862971439	0.26771511286	3.80673881403	0.96525426716	391	Down2	.	.	.	.	LINC00841	ENSG00000233395.2	103476	Intergenic	5.60002627834778	6.124693333333334	-8.989652789407325	-5.60002627834778	-50.34229185390344	-42.93020370714392
chr6:69180347-69180705	-5.5634703263882	1.33932747144621	-11.443128788899	7.37677978555666e-15	9.78782879256038e-12	47.14613	46.04804	2.35009	1.213	0.72936	1.01938	1.0	223889.0	7.0	0.87388739146	0.00433141378	0.08681710183	5.61313030712	1.38523090519	358	Down2	.	.	.	.	ADGRB3	ENSG00000135298.14	51702	Intron	5.5634703263882	16.417666666666666	-14.132133181072604	-5.5634703263882	-78.62370360146352	-97.57122796017866
chr19:32018193-32018409	-5.5143081097071	-0.402506844492976	-7.77509542374565	7.79927326638304e-10	9.12315093302993e-08	20.54205	26.73369	1.94753	1.34029	0.40295	0.0	1.0	223863.0	40.0	0.98209788625	0.05620224473	0.24009299423	4.67194006953	0.94379574198	216	Down2	.	.	LINC01533,LINC01837	ENSG00000267489.5,ENSG00000267779.7	LINC01837	ENSG00000267489.5	7349	Intron	5.5143081097071	8.494418333333334	-9.107945862835637	-5.5143081097071	-50.22401973420778	-49.09239036505172
chr6:140050339-140050592	-5.51247905359159	-0.495639133524026	-7.5101097045053	1.9003377897842402e-09	1.87825634201469e-07	19.94503	15.46143	0.55424	0.0	0.0	0.72122	1.0	223609.0	182.0	0.86336111861	0.05786551424	0.3605561772	4.28822789882	1.04512212232	253	Down2	.	.	.	.	FILNC1	ENSG00000231426.7	193581	Intron	5.51247905359159	6.113653333333333	-8.721169195257488	-5.51247905359159	-48.075262511685125	-40.96458009620315
chr19:31254280-31254535	-5.51055698056239	0.719755411370267	-9.7995498942366	1.07905850265843e-12	5.14111679125678e-10	43.6714	40.90711	2.74946	2.2706	0.68264	0.71556	1.0	223873.0	5.0	0.91583090388	0.01227080894	0.01137559594	5.47774798311	1.2860555532	255	Down2	.	.	.	.	TSHZ3	ENSG00000121297.7	51228	Intron	5.51055698056239	15.166128333333331	-11.966955008799044	-5.51055698056239	-65.94458745981362	-79.70102552772943
chr2:2647245-2647534	-5.50639368598131	-0.027087799789147	-7.89189535643016	5.27600633496176e-10	6.65970319549761e-08	18.66471	19.98089	1.45559	0.0	0.0	1.89414	1.0	224197.0	657.0	0.61587904599	0.01517280807	0.6004654867	4.41282286709	1.32935828237	289	Down2	.	.	.	.	MYT1L	ENSG00000186487.19	315582	Intron	5.50639368598131	6.999221666666667	-9.277694691662957	-5.50639368598131	-51.08663947063522	-46.13367389425533
chr10:44300716-44300864	-5.50049631184565	-0.412159453523977	-7.97024612727003	4.0616952556800803e-10	5.37361105023501e-08	33.50738	33.98232	8.52703	19.56094	0.58809	0.0	1.0	223882.0	8.0	0.92060695535	0.0027729187	0.31512801744	5.16691133201	1.00445478688	148	Down2	.	.	C10orf142	ENSG00000277288.4	C10orf142	ENSG00000277288.4	7966	Exon	5.50049631184565	16.027626666666666	-9.391292664323974	-5.50049631184565	-51.65677066357712	-63.59744600956419
chr19:54756753-54756913	-5.49101954614754	-1.22354238498676	-7.40782547836059	2.68342211271962e-09	2.4783591432559e-07	17.40032	17.46314	0.87639	4.52347	0.0	0.0	1.0	223761.0	56.0	1.01965838466	0.00082052262	0.0	4.2775905806	0.79095698194	160	Down2	KIR2DP1	ENSG00000242473.1	.	.	KIR2DP1	ENSG00000242473.1	1730	Promoter.Down	5.49101954614754	6.710553333333334	-8.571311005745674	-5.49101954614754	-47.06523626865903	-41.75089078921528
chr12:5809701-5809900	-5.46263332310239	-1.23556595703702	-7.32320296008794	3.5717758588266104e-09	3.10647854868077e-07	12.67863	14.97676	2.1139	0.72739	0.0	0.0	1.0	223511.0	117.0	0.9789495367	0.03989730178	0.0	3.97264134336	0.79095698194	199	Down2	.	.	.	.	ANO2	ENSG00000047617.15	60536	Intron	5.46263332310239	5.0827800000000005	-8.4471158023952	-5.46263332310239	-46.1434962662688	-36.18121275405846
chr11:102747222-102747426	-5.45786436041047	-1.23707387147896	-7.27680273491443	4.17888093175278e-09	3.51526601401336e-07	11.9414	15.06623	0.68736	0.0	0.0	0.0	1.0	223517.0	139.0	0.97060510679	0.05597949029	0.0	3.93855239519	0.79095698194	204	Down2	WTAPP1	ENSG00000255282.6	.	.	WTAPP1	ENSG00000255282.6	212	Promoter.Down	5.45786436041047	4.615831666666666	-8.37894000296966	-5.45786436041047	-45.73111802022571	-34.27154380408502
chr17:83155423-83155954	-5.44696655704411	0.875263142034665	-8.80783912161467	2.5692666985393e-11	5.9527953110715e-09	28.509	22.27564	11.35509	11.99443	1.14738	0.0	1.0	223805.0	55.0	0.82250604508	0.05180326744	0.47319197946	4.76974005863	1.16174311831	531	Down2	.	.	.	.	METRNL	ENSG00000176845.13	61174	Intron	5.44696655704411	12.546923333333332	-10.590190812163318	-5.44696655704411	-57.6844151865694	-65.28956730584885
chr19:31214132-31214487	-5.44161565993013	1.64573655482214	-12.0662385889904	1.22051185640563e-15	2.5493825328606097e-12	54.16157	52.99611	1.57997	1.631	0.73553	2.05599	1.0	223913.0	20.0	0.74705821474	0.00388191716	0.28536453216	5.80790651959	1.61946841654	355	Down2	.	.	LINC01791	ENSG00000267777.2	LINC01791	ENSG00000267777.2	46616	Intron	5.44161565993013	18.86002833333333	-14.913457997363931	-5.44161565993013	-81.15330658216581	-105.33535782010156
chrX:128383876-128384338	-5.42902241277789	1.84277481707839	-12.7313180228585	1.8899055231821003e-16	5.9083365586856e-13	49.33858	46.16517	3.03511	1.25325	0.75357	1.57982	1.0	223897.0	19.0	0.79964609445	0.01215657272	0.20272076448	5.64656463777	1.52719472223	462	Down2	.	.	.	.	RPL7AP72	ENSG00000235735.1	70595	Intron	5.42902241277789	17.020916666666665	-15.65364702554936	-5.42902241277789	-84.98400054342143	-106.72094291489702
chr16:35388706-35389075	-5.42759484577195	-0.451072535358646	-7.74552067609348	8.612122874695101e-10	9.89643930561074e-08	14.1466	11.61054	0.38001	1.17684	0.23587	0.0	1.0	223327.0	170.0	0.92848329696	0.04804397675	0.15649651156	3.8801769502	0.88429962793	369	Down2	AGGF1P4	ENSG00000261689.1	.	.	AGGF1P4	ENSG00000261689.1	928	Promoter.Down	5.42759484577195	4.591643333333333	-9.064889782445698	-5.42759484577195	-49.20054906069309	-36.77935196806837
chr16:17571800-17572008	-5.42034334677535	-1.25847357590341	-7.30107391627504	3.84938876109901e-09	3.30261637177343e-07	12.54831	12.98541	0.0	0.69592	0.0	0.0	1.0	223482.0	148.0	0.97752560931	0.00833642855	0.0	3.8743928871	0.79095698194	208	Down2	.	.	.	.	XYLT1	ENSG00000103489.11	100920	Dis5 (5' distal regions)	5.42034334677535	4.371606666666668	-8.414608226012676	-5.42034334677535	-45.61006571358894	-33.30010072927059
chr12:47426893-47427160	-5.3869810555597	0.658116033798349	-9.59818380462267	2.0347239741886997e-12	8.32183873149503e-10	37.47261	36.6268	1.05035	0.54214	0.65196	0.6834	1.0	223866.0	10.0	0.90953723039	0.0044076037	0.01117274867	5.29544136203	1.26709734511	267	Down2	.	.	ADI1P3,LINC02156	ENSG00000257906.3,ENSG00000258369.1	LINC02156	ENSG00000257906.3	12215	Dis5 (5' distal regions)	5.3869810555597	12.837876666666668	-11.691494497798674	-5.3869810555597	-62.98185937082193	-71.86667598071462
chrX:2863738-2863922	-5.36601739979523	-1.28379440986271	-7.18006282322524	5.7991438355398314e-09	4.55945773520917e-07	12.76654	15.18534	6.8587	6.29352	0.0	0.0	1.0	223532.0	113.0	0.9798983924	0.0414623792	0.0	3.98599808593	0.79095698194	184	Down2	.	.	ARSD,ARSD-AS1,GYG2,GYG2-AS1	ENSG00000006756.16,ENSG00000056998.20,ENSG00000229851.1,ENSG00000235483.1	GYG2	ENSG00000056998.20	8617	Intron	5.36601739979523	6.8506833333333335	-8.236636119358947	-5.36601739979523	-44.19793273226197	-39.55305971547183
chr11:56040459-56040721	-5.35203341398639	-0.575079989722078	-7.36114801253491	3.1417499517692903e-09	2.80592086929618e-07	16.60336	13.86386	1.6056	1.10497	0.0	0.69645	1.0	223611.0	297.0	0.82495398538	0.0423056176	0.3525589045	4.09685645067	1.03772581908	262	Down2	.	.	OR5AQ1P,OR5AS1,OR5BE1P,OR5F1,OR5F2P,OR5J1P	ENSG00000149133.1,ENSG00000181780.4,ENSG00000181785.2,ENSG00000182365.4,ENSG00000184741.6,ENSG00000225538.2	OR5AQ1P	ENSG00000184741.6	9065	Dis5 (5' distal regions)	5.35203341398639	5.645706666666666	-8.50282838291417	-5.35203341398639	-45.5074216187485	-37.43172773734695
chrX:113400090-113400504	-5.32365481729214	-0.588151644650409	-7.37060504608657	3.04293130118603e-09	2.7342296622377e-07	9.877	8.99872	3.38701	4.89496	0.0	0.44075	1.0	223489.0	937.0	0.79009435942	0.02411660724	0.25672474099	3.49637752325	0.95660044756	414	Down2	.	.	.	.	QTRT1P1	ENSG00000270524.1	482087	Intergenic	5.32365481729214	4.599740000000001	-8.516707852391294	-5.32365481729214	-45.34001278585271	-33.92194046829614
chr1:5424912-5425147	-5.29161791979185	-0.104021814316806	-7.96134937678675	4.1840333328385287e-10	5.494059465595e-08	25.17494	25.36489	0.59669	0.0	0.74074	0.0	1.0	223837.0	30.0	0.84563466328	0.00157781791	0.36672221011	4.77280468162	1.05089717893	235	Down2	.	.	.	.	Z98259.2	ENSG00000284666.1	56881	Intergenic	5.29161791979185	8.64621	-9.378404864243512	-5.29161791979185	-49.62693523869402	-48.850606816563214
chr6:69138258-69138466	-5.28109241801129	-1.3349938916039	-6.80579457409115	2.06842365442294e-08	1.25212053353167e-06	14.6397	8.95545	1.34829	0.69592	0.0	0.0	1.0	223293.0	287.0	0.92743857469	0.12212215187	0.0	3.74188207621	0.79095698194	208	Down2	.	.	.	.	ADGRB3	ENSG00000135298.14	93941	Intron	5.28109241801129	4.273226666666667	-7.684360504294565	-5.28109241801129	-40.58181799649544	-29.303174652842653
chr18:77392426-77392630	-5.27810356936642	-0.523449189657392	-7.6301103504736	1.26882993406647e-09	1.36011536431587e-07	20.89745	21.00142	0.68736	0.70956	0.42665	0.0	1.0	223711.0	33.0	0.89832937375	0.00108553823	0.25060992963	4.52100944605	0.9518524943	204	Down2	.	.	BDP1P,RF00402	ENSG00000199392.1,ENSG00000264736.1	RF00402	ENSG00000199392.1	39059	Dis5 (5' distal regions)	5.27810356936642	7.287073333333335	-8.896596584088153	-5.27810356936642	-46.957158185688776	-43.12550958044498
chr9:11016168-11016423	-5.26946046972583	-0.522041680514176	-7.10464856504432	7.48929395293327e-09	5.59654288820096e-07	13.30613	21.18404	1.64967	1.1353	0.34132	0.0	1.0	223893.0	147.0	0.93350607742	0.10660589821	0.21129566697	4.23160307429	0.92241707274	255	Down2	.	.	AKAP8P1	ENSG00000234146.1	AKAP8P1	ENSG00000234146.1	4420	Dis3 (3' distal regions)	5.26946046972583	6.269410000000001	-8.125559123128083	-5.26946046972583	-42.81731259374352	-36.88707900731661
chr11:132576827-132576978	-5.26840127056957	-1.33449863061263	-7.07514151585197	8.27814854476193e-09	6.07269118109911e-07	15.55658	16.03679	0.92862	2.87585	0.0	0.0	1.0	223698.0	79.0	1.00588334604	0.00707260847	0.0	4.14862326178	0.79095698194	151	Down2	.	.	.	.	RF00026	ENSG00000283489.1	51018	Intron	5.26840127056957	5.899640000000001	-8.082066784797833	-5.26840127056957	-42.57957091785703	-35.71686951946458
chr1:5428348-5428734	-5.26160172283116	1.1882740140902	-10.7918001171539	5.1037723304283104e-14	4.6633155208081e-11	36.06285	34.02145	2.17962	0.375	0.67645	0.94543	1.0	223862.0	27.0	0.86009349132	0.01138761067	0.08472035176	5.21823627416	1.34956519168	386	Down2	.	.	.	.	Z98259.2	ENSG00000284666.1	53294	Intergenic	5.26160172283116	12.3768	-13.292108706905228	-5.26160172283116	-69.9377820723116	-78.7745770689617
chr6:27738402-27738576	-5.25871289877659	-0.531290232384726	-7.54000003757412	1.7182811980172201e-09	1.73360291851412e-07	22.50042	26.22816	5.64112	1.6638	0.50021	0.0	1.0	223830.0	28.0	0.93949740318	0.03245319463	0.28145789584	4.71985472043	0.97629815603	174	Down2	GPR89P	ENSG00000216915.2	.	.	GPR89P	ENSG00000216915.2	0	Promoter.Up	5.25871289877659	9.422285	-8.764905762068272	-5.25871289877659	-46.09212298754968	-46.92007325239679
chr16:13115489-13115793	-5.25631781933978	-1.34453541767719	-6.96557670119046	1.20107579901342e-08	8.10560261559548e-07	8.87188	6.74016	5.07383	4.28539	0.0	0.0	1.0	222180.0	674.0	0.87947136394	0.07381952646	0.0	3.25999250818	0.79095698194	304	Down2	.	.	SHISA9	ENSG00000237515.9	SHISA9	ENSG00000237515.9	33109	Intron	5.25631781933978	4.161876666666667	-7.920429583725745	-5.25631781933978	-41.63229515776359	-29.67581737983671
chr13:111937791-111938349	-5.24100437990807	1.36226496783836	-10.7803435807886	5.28299389453327e-14	4.8034622216282896e-11	31.02746	27.54043	1.50777	0.77823	0.93588	0.327	1.0	223803.0	23.0	0.85288493933	0.02423424505	0.2271619395	4.97064532459	1.23262007661	558	Down2	.	.	LINC00354	ENSG00000226903.2	LINC00354	ENSG00000226903.2	37803	Dis3 (3' distal regions)	5.24100437990807	10.352795	-13.27711989121956	-5.24100437990807	-69.58544350244627	-73.41979598437982
chr5:16302201-16302487	-5.24053329410474	-0.628896986447845	-7.26322313057747	4.375446674949491e-09	3.65101028817897e-07	13.08066	12.70046	0.98057	1.51837	0.0	0.638	1.0	223999.0	550.0	0.76971219452	0.00716688543	0.33288882841	3.88671249744	1.01997166802	286	Down2	.	.	.	.	NACAP6	ENSG00000248403.1	109493	Intergenic	5.24053329410474	4.819676666666667	-8.358977604684272	-5.24053329410474	-43.80550044202381	-33.50677719688395
